gene_id	gene_name
ENSG00000174125	TLR1
ENSG00000174130	TLR6
ENSG00000174156	GSTA3
ENSG00000174175	SELP
ENSG00000174231	PRPF8
ENSG00000174233	ADCY6
ENSG00000174238	PITPNA
ENSG00000174255	ZNF80
ENSG00000174279	EVX2
ENSG00000174306	ZHX3
ENSG00000174343	CHRNA9
ENSG00000174358	SLC6A19
ENSG00000174371	EXO1
ENSG00000174373	RALGAPA1
ENSG00000174405	LIG4
ENSG00000174417	TRHR
ENSG00000174437	ATP2A2
ENSG00000174446	SNAPC5
ENSG00000174460	ZCCHC12
ENSG00000174469	CNTNAP2
ENSG00000174473	GALNTL6
ENSG00000174483	BBS1
ENSG00000174502	SLC26A9
ENSG00000174564	IL20RB
ENSG00000174607	UGT8
ENSG00000174640	SLCO2A1
ENSG00000174669	SLC29A2
ENSG00000174697	LEP
ENSG00000174705	SH3PXD2B
ENSG00000174720	LARP7
ENSG00000174775	HRAS
ENSG00000174780	SRP72
ENSG00000174799	CEP135
ENSG00000174804	FZD4
ENSG00000174842	GLMN
ENSG00000174886	NDUFA11
ENSG00000174891	RSRC1
ENSG00000174938	SEZ6L2
ENSG00000174943	KCTD13
ENSG00000174951	FUT1
ENSG00000174963	ZIC4
ENSG00000174990	CA5A
ENSG00000175003	SLC22A1
ENSG00000175054	ATR
ENSG00000175065	DSG4
ENSG00000175084	DES
ENSG00000175097	RAG2
ENSG00000175104	TRAF6
ENSG00000175110	MRPS22
ENSG00000175115	PACS1
ENSG00000175164	ABO
ENSG00000175193	PARL
ENSG00000175197	DDIT3
ENSG00000175198	PCCA
ENSG00000175206	NPPA
ENSG00000175229	GAL3ST3
ENSG00000175283	DOLK
ENSG00000175294	CATSPER1
ENSG00000175315	CST6
ENSG00000175325	PROP1
ENSG00000175329	ISX
ENSG00000175334	BANF1
ENSG00000175344	CHRNA7
ENSG00000175356	SCUBE2
ENSG00000175387	SMAD2
ENSG00000175426	PCSK1
ENSG00000175445	LPL
ENSG00000175505	CLCF1
ENSG00000175535	PNLIP
ENSG00000175538	KCNE3
ENSG00000175544	CABP4
ENSG00000175548	ALG10B
ENSG00000175564	UCP3
ENSG00000175567	UCP2
ENSG00000175581	MRPL48
ENSG00000175595	ERCC4
ENSG00000175600	SUGCT
ENSG00000175606	TMEM70
ENSG00000175643	RMI2
ENSG00000175646	PRM1
ENSG00000175745	NR2F1
ENSG00000175764	TTLL11
ENSG00000175792	RUVBL1
ENSG00000175806	MSRA
ENSG00000175832	ETV4
ENSG00000175894	TSPEAR
ENSG00000175899	A2M
ENSG00000175920	DOK7
ENSG00000176022	B3GALT6
ENSG00000176058	TPRN
ENSG00000176165	FOXG1
ENSG00000176225	RTTN
ENSG00000176302	FOXR1
ENSG00000176383	B3GNT4
ENSG00000176387	HSD11B2
ENSG00000176402	GJC3
ENSG00000176410	DNAJC30
ENSG00000176444	CLK2
ENSG00000176571	CNBD1
ENSG00000176597	B3GNT5
ENSG00000176619	LMNB2
ENSG00000176692	FOXC2
ENSG00000176697	BDNF
ENSG00000176715	ACSF3
ENSG00000176749	CDK5R1
ENSG00000176842	IRX5
ENSG00000176853	FAM91A1
ENSG00000176884	GRIN1
ENSG00000176890	TYMS
ENSG00000176920	FUT2
ENSG00000176927	EFCAB5
ENSG00000176974	SHMT1
ENSG00000177000	MTHFR
ENSG00000177030	DEAF1
ENSG00000177045	SIX5
ENSG00000177084	POLE
ENSG00000177098	SCN4B
ENSG00000177105	RHOG
ENSG00000177106	EPS8L2
ENSG00000177119	ANO6
ENSG00000177156	TALDO1
ENSG00000177189	RPS6KA3
ENSG00000177191	B3GNT8
ENSG00000177192	PUS1
ENSG00000177239	MAN1B1
ENSG00000177301	KCNA2
ENSG00000177426	TGIF1
ENSG00000177455	CD19
ENSG00000177511	ST8SIA3
ENSG00000177542	SLC25A22
ENSG00000177565	TBL1XR1
ENSG00000177606	JUN
ENSG00000177613	CSTF2T
ENSG00000177628	GBA
ENSG00000177646	ACAD9
ENSG00000177663	IL17RA
ENSG00000177666	PNPLA2
ENSG00000177688	SUMO4
ENSG00000177697	CD151
ENSG00000177706	FAM20C
ENSG00000177807	KCNJ10
ENSG00000177854	TMEM187
ENSG00000177888	ZBTB41
ENSG00000177990	DPY19L2
ENSG00000178035	IMPDH2
ENSG00000178038	ALS2CL
ENSG00000178053	MLF1
ENSG00000178057	NDUFAF3
ENSG00000178084	HTR3C
ENSG00000178104	PDE4DIP
ENSG00000178105	DDX10
ENSG00000178127	NDUFV2
ENSG00000178188	SH2B1
ENSG00000178209	PLEC
ENSG00000178222	RNF212
ENSG00000178234	GALNT11
ENSG00000178235	SLITRK1
ENSG00000178394	HTR1A
ENSG00000178445	GLDC
ENSG00000178449	COX14
ENSG00000178522	AMBN
ENSG00000178537	SLC25A20
ENSG00000178538	CA8
ENSG00000178562	CD28
ENSG00000178568	ERBB4
ENSG00000178573	MAF
ENSG00000178690	DYNAP
ENSG00000178691	SUZ12
ENSG00000178726	THBD
ENSG00000178802	MPI
ENSG00000178919	FOXE1
ENSG00000178950	GAK
ENSG00000178952	TUFM
ENSG00000178971	CTC1
ENSG00000179085	DPM3
ENSG00000179111	HES7
ENSG00000179142	CYP11B2
ENSG00000179148	ALOXE3
ENSG00000179163	FUCA1
ENSG00000179218	CALR
ENSG00000179295	PTPN11
ENSG00000179299	NSUN7
ENSG00000179344	HLA-DQB1
ENSG00000179348	GATA2
ENSG00000179362	HMGN2P46
ENSG00000179399	GPC5
ENSG00000179455	MKRN3
ENSG00000179456	ZBTB18
ENSG00000179477	ALOX12B
ENSG00000179520	SLC17A8
ENSG00000179526	SHARPIN
ENSG00000179583	CIITA
ENSG00000179603	GRM8
ENSG00000179750	APOBEC3B
ENSG00000179774	ATOH7
ENSG00000179776	CDH5
ENSG00000179855	GIPC3
ENSG00000179913	B3GNT3
ENSG00000179915	NRXN1
ENSG00000179921	GPBAR1
ENSG00000179941	BBS10
ENSG00000179981	TSHZ1
ENSG00000180053	NKX2-6
ENSG00000180176	TH
ENSG00000180210	F2
ENSG00000180228	PRKRA
ENSG00000180245	RRH
ENSG00000180269	GPR139
ENSG00000180316	PNPLA1
ENSG00000180318	ALX1
ENSG00000180370	PAK2
ENSG00000180376	CCDC66
ENSG00000180398	MCFD2
ENSG00000180447	GAS1
ENSG00000180509	KCNE1
ENSG00000180549	FUT7
ENSG00000180611	MB21D2
ENSG00000180638	SLC47A2
ENSG00000180644	PRF1
ENSG00000180772	AGTR2
ENSG00000180815	MAP3K15
ENSG00000180900	SCRIB
ENSG00000180902	D2HGDH
ENSG00000180921	FAM83H
ENSG00000181004	BBS12
ENSG00000181019	NQO1
ENSG00000181027	FKRP
ENSG00000181072	CHRM2
ENSG00000181074	OR52N4
ENSG00000181090	EHMT1
ENSG00000181092	ADIPOQ
ENSG00000181143	MUC16
ENSG00000181163	NPM1
ENSG00000181192	DHTKD1
ENSG00000181333	HEPHL1
ENSG00000181392	SYNE4
ENSG00000181433	SAGE1
ENSG00000181449	SOX2
ENSG00000181481	RNF135
ENSG00000181523	SGSH
ENSG00000181544	FANCB
ENSG00000181555	SETD2
ENSG00000181585	TMIE
ENSG00000181616	OR52H1
ENSG00000181649	PHLDA2
ENSG00000181690	PLAG1
ENSG00000181804	SLC9A9
ENSG00000181830	SLC35C1
ENSG00000181856	SLC2A4
ENSG00000182004	SNRPE
ENSG00000182040	USH1G
ENSG00000182050	MGAT4C
ENSG00000182054	IDH2
ENSG00000182117	NOP10
ENSG00000182158	CREB3L2
ENSG00000182162	P2RY8
ENSG00000182168	UNC5C
ENSG00000182173	TSEN54
ENSG00000182175	RGMA
ENSG00000182180	MRPS16
ENSG00000182185	RAD51B
ENSG00000182187	CRYGB
ENSG00000182197	EXT1
ENSG00000182220	ATP6AP2
ENSG00000182255	KCNA4
ENSG00000182256	GABRG3
ENSG00000182287	AP1S2
ENSG00000182325	FBXL6
ENSG00000182326	C1S
ENSG00000182372	CLN8
ENSG00000182389	CACNB4
ENSG00000182415	CDY2A
ENSG00000182492	BGN
ENSG00000182511	FES
ENSG00000182512	GLRX5
ENSG00000182533	CAV3
ENSG00000182578	CSF1R
ENSG00000182606	TRAK1
ENSG00000182621	PLCB1
ENSG00000182636	NDN
ENSG00000182759	MAFA
ENSG00000182771	GRID1
ENSG00000182774	RPS17
ENSG00000182858	ALG12
ENSG00000182866	LCK
ENSG00000182870	GALNT9
ENSG00000182871	COL18A1
ENSG00000182872	RBM10
ENSG00000182899	RPL35A
ENSG00000182901	RGS7
ENSG00000182923	CEP63
ENSG00000182944	EWSR1
ENSG00000182957	SPATA13
ENSG00000182985	CADM1
ENSG00000183010	PYCR1
ENSG00000183044	ABAT
ENSG00000183072	NKX2-5
ENSG00000183090	FREM3
ENSG00000183091	NEB
ENSG00000183098	GPC6
ENSG00000183117	CSMD1
ENSG00000183161	FANCF
ENSG00000183196	CHST6
ENSG00000183230	CTNNA3
ENSG00000183242	WT1-AS
ENSG00000183258	DDX41
ENSG00000183287	CCBE1
ENSG00000183337	BCOR
ENSG00000183421	RIPK4
ENSG00000183423	LRIT3
ENSG00000183454	GRIN2A
ENSG00000183484	GPR132
ENSG00000183508	TENT5C
ENSG00000183513	COA5
ENSG00000183579	ZNRF3
ENSG00000183625	CCR3
ENSG00000183628	DGCR6
ENSG00000183638	RP1L1
ENSG00000183648	NDUFB1
ENSG00000183690	EFHC2
ENSG00000183691	NOG
ENSG00000183715	OPCML
ENSG00000183722	LHFPL6
ENSG00000183733	FIGLA
ENSG00000183735	TBK1
ENSG00000183742	MACC1
ENSG00000183753	BPY2
ENSG00000183765	CHEK2
ENSG00000183770	FOXL2
ENSG00000183778	B3GALT5
ENSG00000183785	TUBA8
ENSG00000183813	CCR4
ENSG00000183826	BTBD9
ENSG00000183856	IQGAP3
ENSG00000183873	SCN5A
ENSG00000183918	SH2D1A
ENSG00000184005	ST6GALNAC3
ENSG00000184009	ACTG1
ENSG00000184012	TMPRSS2
ENSG00000184047	DIABLO
ENSG00000184056	VPS33B
ENSG00000184058	TBX1
ENSG00000184117	NIPSNAP1
ENSG00000184156	KCNQ3
ENSG00000184160	ADRA2C
ENSG00000184226	PCDH9
ENSG00000184254	ALDH1A3
ENSG00000184281	TSSC4
ENSG00000184292	TACSTD2
ENSG00000184302	SIX6
ENSG00000184344	GDF3
ENSG00000184347	SLIT3
ENSG00000184349	EFNA5
ENSG00000184371	CSF1
ENSG00000184381	PLA2G6
ENSG00000184384	MAML2
ENSG00000184402	SS18L1
ENSG00000184408	KCND2
ENSG00000184470	TXNRD2
ENSG00000184481	FOXO4
ENSG00000184500	PROS1
ENSG00000184507	NUTM1
ENSG00000184557	SOCS3
ENSG00000184564	SLITRK6
ENSG00000184588	PDE4B
ENSG00000184634	MED12
ENSG00000184675	AMER1
ENSG00000184677	ZBTB40
ENSG00000184735	DDX53
ENSG00000184752	NDUFA12
ENSG00000184788	SATL1
ENSG00000184845	DRD1
ENSG00000184895	SRY
ENSG00000184903	IMMP2L
ENSG00000184908	CLCNKB
ENSG00000184916	JAG2
ENSG00000184937	WT1
ENSG00000184939	ZFP90
ENSG00000184983	NDUFA6
ENSG00000184991	TTTY13
ENSG00000185002	RFX6
ENSG00000185008	ROBO2
ENSG00000185010	F8
ENSG00000185013	NT5C1B
ENSG00000185046	ANKS1B
ENSG00000185049	NELFA
ENSG00000185122	HSF1
ENSG00000185129	PURA
ENSG00000185149	NPY2R
ENSG00000185177	ZNF479
ENSG00000185231	MC2R
ENSG00000185238	PRMT3
ENSG00000185245	GP1BA
ENSG00000185298	CCDC137
ENSG00000185303	SFTPA2
ENSG00000185313	SCN10A
ENSG00000185338	SOCS1
ENSG00000185339	TCN2
ENSG00000185344	ATP6V0A2
ENSG00000185379	RAD51D
ENSG00000185479	KRT6B
ENSG00000185482	STAC3
ENSG00000185499	MUC1
ENSG00000185513	L3MBTL1
ENSG00000185515	BRCC3
ENSG00000185518	SV2B
ENSG00000185523	SPATA45
ENSG00000185532	PRKG1
ENSG00000185551	NR2F2
ENSG00000185559	DLK1
ENSG00000185630	PBX1
ENSG00000185650	ZFP36L1
ENSG00000185652	NTF3
ENSG00000185658	BRWD1
ENSG00000185664	PMEL
ENSG00000185737	NRG3
ENSG00000185760	KCNQ5
ENSG00000185774	KCNIP4
ENSG00000185803	SLC52A2
ENSG00000185811	IKZF1
ENSG00000185818	NAT8L
ENSG00000185823	NPAP1
ENSG00000185825	BCAP31
ENSG00000185838	GNB1L
ENSG00000185900	POMK
ENSG00000185920	PTCH1
ENSG00000185933	CALHM1
ENSG00000185950	IRS2
ENSG00000185960	SHOX
ENSG00000185973	TMLHE
ENSG00000185974	GRK1
ENSG00000186010	NDUFA13
ENSG00000186051	TAL2
ENSG00000186075	ZPBP2
ENSG00000186081	KRT5
ENSG00000186092	OR4F5
ENSG00000186094	AGBL4
ENSG00000186104	CYP2R1
ENSG00000186111	PIP5K1C
ENSG00000186115	CYP4F2
ENSG00000186153	WWOX
ENSG00000186174	BCL9L
ENSG00000186184	POLR1D
ENSG00000186188	FFAR4
ENSG00000186197	EDARADD
ENSG00000186204	CYP4F12
ENSG00000186207	LCE5A
ENSG00000186297	GABRA5
ENSG00000186326	RGS9BP
ENSG00000186335	SLC36A2
ENSG00000186340	THBS2
ENSG00000186350	RXRA
ENSG00000186376	ZNF75D
ENSG00000186395	KRT10
ENSG00000186439	TRDN
ENSG00000186442	KRT3
ENSG00000186472	PCLO
ENSG00000186474	KLK12
ENSG00000186487	MYT1L
ENSG00000186510	CLCNKA
ENSG00000186529	CYP4F3
ENSG00000186566	GPATCH8
ENSG00000186575	NF2
ENSG00000186675	MAGEE2
ENSG00000186716	BCR
ENSG00000186765	FSCN2
ENSG00000186790	FOXE3
ENSG00000186795	KCNK18
ENSG00000186832	KRT16
ENSG00000186847	KRT14
ENSG00000186862	PDZD7
ENSG00000186866	POFUT2
ENSG00000186868	MAPT
ENSG00000186895	FGF3
ENSG00000186908	ZDHHC17
ENSG00000186912	P2RY4
ENSG00000186951	PPARA
ENSG00000187010	RHD
ENSG00000187017	ESPN
ENSG00000187045	TMPRSS6
ENSG00000187049	TMEM216
ENSG00000187079	TEAD1
ENSG00000187091	PLCD1
ENSG00000187098	MITF
ENSG00000187140	FOXD3
ENSG00000187144	SPATA21
ENSG00000187151	ANGPTL5
ENSG00000187164	SHTN1
ENSG00000187191	DAZ3
ENSG00000187210	GCNT1
ENSG00000187238	LCE3B
ENSG00000187239	FNBP1
ENSG00000187240	DYNC2H1
ENSG00000187242	KRT12
ENSG00000187244	BCAM
ENSG00000187258	NPSR1
ENSG00000187266	EPOR
ENSG00000187288	CIDEC
ENSG00000187323	DCC
ENSG00000187391	MAGI2
ENSG00000187486	KCNJ11
ENSG00000187498	COL4A1
ENSG00000187535	IFT140
ENSG00000187546	AGMO
ENSG00000187553	CYP26C1
ENSG00000187554	TLR5
ENSG00000187555	USP7
ENSG00000187566	NHLRC1
ENSG00000187678	SPRY4
ENSG00000187730	GABRD
ENSG00000187735	TCEA1
ENSG00000187736	NHEJ1
ENSG00000187741	FANCA
ENSG00000187742	SECISBP2
ENSG00000187754	SSX7
ENSG00000187790	FANCM
ENSG00000187796	CARD9
ENSG00000187815	ZFP69
ENSG00000187838	PLSCR3
ENSG00000187848	P2RX2
ENSG00000187922	LCN10
ENSG00000187969	ZCCHC13
ENSG00000188021	UBQLN2
ENSG00000188037	CLCN1
ENSG00000188095	MESP2
ENSG00000188107	EYS
ENSG00000188120	DAZ1
ENSG00000188153	COL4A5
ENSG00000188157	AGRN
ENSG00000188158	NHS
ENSG00000188162	OTOG
ENSG00000188199	NUTM2B
ENSG00000188229	TUBB4B
ENSG00000188257	PLA2G2A
ENSG00000188277	C15orf62
ENSG00000188389	PDCD1
ENSG00000188404	SELL
ENSG00000188419	CHM
ENSG00000188428	BLOC1S5
ENSG00000188452	CERKL
ENSG00000188467	SLC24A5
ENSG00000188536	HBA2
ENSG00000188566	NDOR1
ENSG00000188580	NKAIN2
ENSG00000188581	KRTAP1-1
ENSG00000188603	CLN3
ENSG00000188641	DPYD
ENSG00000188672	RHCE
ENSG00000188690	UROS
ENSG00000188706	ZDHHC9
ENSG00000188763	FZD9
ENSG00000188770	OPTC
ENSG00000188778	ADRB3
ENSG00000188816	HMX2
ENSG00000188822	CNR2
ENSG00000188827	SLX4
ENSG00000188906	LRRK2
ENSG00000188910	GJB3
ENSG00000188937	NYX
ENSG00000188992	LIPI
ENSG00000188994	ZNF292
ENSG00000189043	NDUFA4
ENSG00000189056	RELN
ENSG00000189058	APOD
ENSG00000189067	LITAF
ENSG00000189079	ARID2
ENSG00000189114	BLOC1S3
ENSG00000189132	FAM47B
ENSG00000189139	FSCB
ENSG00000189184	PCDH18
ENSG00000189221	MAOA
ENSG00000189241	TSPYL1
ENSG00000189283	FHIT
ENSG00000189433	GJB4
ENSG00000196090	PTPRT
ENSG00000196091	MYBPC1
ENSG00000196092	PAX5
ENSG00000196116	TDRD7
ENSG00000196126	HLA-DRB1
ENSG00000196132	MYT1
ENSG00000196136	SERPINA3
ENSG00000196139	AKR1C3
ENSG00000196155	PLEKHG4
ENSG00000196159	FAT4
ENSG00000196177	ACADSB
ENSG00000196189	SEMA4A
ENSG00000196199	MPHOSPH8
ENSG00000196218	RYR1
ENSG00000196220	SRGAP3
ENSG00000196236	XPNPEP3
ENSG00000196262	PPIA
ENSG00000196275	GTF2IRD2
ENSG00000196277	GRM7
ENSG00000196296	ATP2A1
ENSG00000196338	NLGN3
ENSG00000196344	ADH7
ENSG00000196352	CD55
ENSG00000196367	TRRAP
ENSG00000196396	PTPN1
ENSG00000196419	XRCC6
ENSG00000196431	CRYBA4
ENSG00000196433	ASMT
ENSG00000196459	TRAPPC2
ENSG00000196460	RFX8
ENSG00000196498	NCOR2
ENSG00000196502	SULT1A1
ENSG00000196511	TPK1
ENSG00000196517	SLC6A9
ENSG00000196531	NACA
ENSG00000196549	MME
ENSG00000196557	CACNA1H
ENSG00000196565	HBG2
ENSG00000196569	LAMA2
ENSG00000196578	OR5AC2
ENSG00000196584	XRCC2
ENSG00000196586	MYO6
ENSG00000196588	MRTFA
ENSG00000196611	MMP1
ENSG00000196616	ADH1B
ENSG00000196620	UGT2B15
ENSG00000196628	TCF4
ENSG00000196642	RABL6
ENSG00000196660	SLC30A10
ENSG00000196663	TECPR2
ENSG00000196689	TRPV1
ENSG00000196712	NF1
ENSG00000196735	HLA-DQA1
ENSG00000196743	GM2A
ENSG00000196767	POU3F4
ENSG00000196811	CHRNG
ENSG00000196839	ADA
ENSG00000196876	SCN8A
ENSG00000196878	LAMB3
ENSG00000196914	ARHGEF12
ENSG00000196924	FLNA
ENSG00000196998	WDR45
ENSG00000197013	ZNF429
ENSG00000197050	ZNF420
ENSG00000197081	IGF2R
ENSG00000197093	GAL3ST4
ENSG00000197102	DYNC1H1
ENSG00000197110	IFNL3
ENSG00000197122	SRC
ENSG00000197157	SND1
ENSG00000197208	SLC22A4
ENSG00000197249	SERPINA1
ENSG00000197275	RAD54B
ENSG00000197283	SYNGAP1
ENSG00000197299	BLM
ENSG00000197323	TRIM33
ENSG00000197375	SLC22A5
ENSG00000197381	ADARB1
ENSG00000197386	HTT
ENSG00000197408	CYP2B6
ENSG00000197437	OR13G1
ENSG00000197446	CYP2F1
ENSG00000197448	GSTK1
ENSG00000197465	GYPE
ENSG00000197496	SLC2A10
ENSG00000197506	SLC28A3
ENSG00000197535	MYO5A
ENSG00000197548	ATG7
ENSG00000197555	SIPA1L1
ENSG00000197561	ELANE
ENSG00000197563	PIGN
ENSG00000197576	HOXA4
ENSG00000197579	TOPORS
ENSG00000197580	BCO2
ENSG00000197594	ENPP1
ENSG00000197614	MFAP5
ENSG00000197616	MYH6
ENSG00000197646	PDCD1LG2
ENSG00000197694	SPTAN1
ENSG00000197724	PHF2
ENSG00000197728	RPS26
ENSG00000197746	PSAP
ENSG00000197753	LHFPL5
ENSG00000197766	CFD
ENSG00000197779	ZNF81
ENSG00000197822	OCLN
ENSG00000197838	CYP2A13
ENSG00000197859	ADAMTSL2
ENSG00000197880	MDS2
ENSG00000197888	UGT2B17
ENSG00000197891	SLC22A12
ENSG00000197901	SLC22A6
ENSG00000197912	SPG7
ENSG00000197943	PLCG2
ENSG00000197953	AADACL2
ENSG00000197969	VPS13A
ENSG00000197993	KEL
ENSG00000198001	IRAK4
ENSG00000198010	DLGAP2
ENSG00000198026	ZNF335
ENSG00000198053	SIRPA
ENSG00000198054	DSCR8
ENSG00000198075	SULT1C4
ENSG00000198087	CD2AP
ENSG00000198099	ADH4
ENSG00000198108	CHSY3
ENSG00000198130	HIBCH
ENSG00000198162	MAN1A2
ENSG00000198173	FAM47C
ENSG00000198203	SULT1C2
ENSG00000198208	RPS6KL1
ENSG00000198216	CACNA1E
ENSG00000198223	CSF2RA
ENSG00000198246	SLC29A3
ENSG00000198286	CARD11
ENSG00000198300	PEG3
ENSG00000198331	HYLS1
ENSG00000198354	DCAF12L2
ENSG00000198369	SPRED2
ENSG00000198380	GFPT1
ENSG00000198399	ITSN2
ENSG00000198400	NTRK1
ENSG00000198464	ZNF480
ENSG00000198467	TPM2
ENSG00000198488	B3GNT6
ENSG00000198513	ATL1
ENSG00000198515	CNGA1
ENSG00000198523	PLN
ENSG00000198561	CTNND1
ENSG00000198563	DDX39B
ENSG00000198569	SLC34A3
ENSG00000198570	RD3
ENSG00000198589	LRBA
ENSG00000198604	BAZ1A
ENSG00000198610	AKR1C4
ENSG00000198625	MDM4
ENSG00000198626	RYR2
ENSG00000198642	KLHL9
ENSG00000198648	STK39
ENSG00000198650	TAT
ENSG00000198668	CALM1
ENSG00000198670	LPA
ENSG00000198677	TTC37
ENSG00000198682	PAPSS2
ENSG00000198689	SLC9A6
ENSG00000198690	FAN1
ENSG00000198691	ABCA4
ENSG00000198695	MT-ND6
ENSG00000198707	CEP290
ENSG00000198712	MT-CO2
ENSG00000198719	DLL1
ENSG00000198727	MT-CYB
ENSG00000198728	LDB1
ENSG00000198732	SMOC1
ENSG00000198734	F5
ENSG00000198743	SLC5A3
ENSG00000198752	CDC42BPB
ENSG00000198763	MT-ND2
ENSG00000198785	GRIN3A
ENSG00000198786	MT-ND5
ENSG00000198793	MTOR
ENSG00000198795	ZNF521
ENSG00000198799	LRIG2
ENSG00000198804	MT-CO1
ENSG00000198805	PNP
ENSG00000198807	PAX9
ENSG00000198814	GK
ENSG00000198821	CD247
ENSG00000198822	GRM3
ENSG00000198835	GJC2
ENSG00000198836	OPA1
ENSG00000198840	MT-ND3
ENSG00000198848	CES1
ENSG00000198851	CD3E
ENSG00000198862	LTN1
ENSG00000198886	MT-ND4
ENSG00000198888	MT-ND1
ENSG00000198899	MT-ATP6
ENSG00000198900	TOP1
ENSG00000198910	L1CAM
ENSG00000198911	SREBF2
ENSG00000198929	NOS1AP
ENSG00000198930	CSAG1
ENSG00000198931	APRT
ENSG00000198938	MT-CO3
ENSG00000198947	DMD
ENSG00000198959	TGM2
ENSG00000198972	MIRLET7E
ENSG00000199032	MIR425
ENSG00000199158	MIR96
ENSG00000199161	MIR126
ENSG00000201831	SNORD115-1
ENSG00000203485	INF2
ENSG00000203618	GP1BB
ENSG00000203661	OR2T5
ENSG00000203710	CR1
ENSG00000203734	ECT2L
ENSG00000203747	FCGR3A
ENSG00000203772	SPRN
ENSG00000203857	HSD3B1
ENSG00000203859	HSD3B2
ENSG00000203867	RBM20
ENSG00000203879	GDI1
ENSG00000203883	SOX18
ENSG00000203908	KHDC3L
ENSG00000204020	LIPN
ENSG00000204084	INPP5B
ENSG00000204086	RPA4
ENSG00000204103	MAFB
ENSG00000204120	GIGYF2
ENSG00000204209	DAXX
ENSG00000204217	BMPR2
ENSG00000204248	COL11A2
ENSG00000204256	BRD2
ENSG00000204262	COL5A2
ENSG00000204264	PSMB8
ENSG00000204267	TAP2
ENSG00000204287	HLA-DRA
ENSG00000204290	BTNL2
ENSG00000204301	NOTCH4
ENSG00000204305	AGER
ENSG00000204311	PJVK
ENSG00000204344	STK19
ENSG00000204348	DXO
ENSG00000204351	SKIV2L
ENSG00000204363	SPANXN5
ENSG00000204370	SDHD
ENSG00000204371	EHMT2
ENSG00000204386	NEU1
ENSG00000204403	CASP12
ENSG00000204406	MBD5
ENSG00000204410	MSH5
ENSG00000204475	NCR3
ENSG00000204498	NFKBIL1
ENSG00000204516	MICB
ENSG00000204520	MICA
ENSG00000204525	HLA-C
ENSG00000204531	POU5F1
ENSG00000204536	CCHCR1
ENSG00000204539	CDSN
ENSG00000204632	HLA-G
ENSG00000204644	ZFP57
ENSG00000204655	MOG
ENSG00000204681	GABBR1
ENSG00000204702	OR2J1
ENSG00000204713	TRIM27
ENSG00000204842	ATXN2
ENSG00000204843	DCTN1
ENSG00000204852	TCTN1
ENSG00000204928	GRXCR2
ENSG00000204936	CD177
ENSG00000204983	PRSS1
ENSG00000205084	TMEM231
ENSG00000205108	FAM205A
ENSG00000205138	SDHAF1
ENSG00000205155	PSENEN
ENSG00000205250	E2F4
ENSG00000205403	CFI
ENSG00000205413	SAMD9
ENSG00000205420	KRT6A
ENSG00000205426	KRT81
ENSG00000205496	OR51A2
ENSG00000205571	SMN2
ENSG00000205649	HTN3
ENSG00000205755	CRLF2
ENSG00000205795	CYS1
ENSG00000205899	BHLHA9
ENSG00000205927	OLIG2
ENSG00000205944	DAZ2
ENSG00000205981	DNAJC19
ENSG00000206013	IFITM5
ENSG00000206072	SERPINB11
ENSG00000206075	SERPINB5
ENSG00000206172	HBA1
ENSG00000206177	HBM
ENSG00000206190	ATP10A
ENSG00000206337	HCP5
ENSG00000206474	OR10C1
ENSG00000206503	HLA-A
ENSG00000206561	COLQ
ENSG00000207063	SNORD116-1
ENSG00000207635	MIR499A
ENSG00000207641	MIR510
ENSG00000207652	MIR621
ENSG00000207695	MIR184
ENSG00000207808	MIR27A
ENSG00000207811	MIR34B
ENSG00000207924	MIR196A2
ENSG00000207990	MIR182
ENSG00000208006	MIR16-1
ENSG00000208008	MIR125A
ENSG00000208017	MIR140
ENSG00000208036	MIR106B
ENSG00000209082	MT-TL1
ENSG00000210049	MT-TF
ENSG00000210077	MT-TV
ENSG00000210100	MT-TI
ENSG00000210107	MT-TQ
ENSG00000210112	MT-TM
ENSG00000210117	MT-TW
ENSG00000210127	MT-TA
ENSG00000210135	MT-TN
ENSG00000210140	MT-TC
ENSG00000210144	MT-TY
ENSG00000210151	MT-TS1
ENSG00000210154	MT-TD
ENSG00000210156	MT-TK
ENSG00000210164	MT-TG
ENSG00000210174	MT-TR
ENSG00000210176	MT-TH
ENSG00000210184	MT-TS2
ENSG00000210191	MT-TL2
ENSG00000210194	MT-TE
ENSG00000210195	MT-TT
ENSG00000210196	MT-TP
ENSG00000211455	STK38L
ENSG00000211459	MT-RNR1
ENSG00000211592	IGKC
ENSG00000211716	TRBV9
ENSG00000211893	IGHG2
ENSG00000211895	IGHA1
ENSG00000211896	IGHG1
ENSG00000211899	IGHM
ENSG00000211947	IGHV3-21
ENSG00000212907	MT-ND4L
ENSG00000213024	NUP62
ENSG00000213088	ACKR1
ENSG00000213139	CRYGS
ENSG00000213190	MLLT11
ENSG00000213199	ASIC3
ENSG00000213281	NRAS
ENSG00000213316	LTC4S
ENSG00000213341	CHUK
ENSG00000213380	COG8
ENSG00000213398	LCAT
ENSG00000213445	SIPA1
ENSG00000213614	HEXA
ENSG00000213619	NDUFS3
ENSG00000213639	PPP1CB
ENSG00000213672	NCKIPSD
ENSG00000213689	TREX1
ENSG00000213892	CEACAM16
ENSG00000213908	CYP2A7P1
ENSG00000213918	DNASE1
ENSG00000213930	GALT
ENSG00000213931	HBE1
ENSG00000213934	HBG1
ENSG00000214140	PRCD
